GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALW1E001,NAME_M,ALW1M001
"G85363","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85363",,,,,,,,"86000US85363",,,"ZCTA5 85363",40781,"ZCTA5 85363",6155
"G85364","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85364",,,,,,,,"86000US85364",,,"ZCTA5 85364",43314,"ZCTA5 85364",1739
"G85365","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85365",,,,,,,,"86000US85365",,,"ZCTA5 85365",53131,"ZCTA5 85365",3419
"G85367","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85367",,,,,,,,"86000US85367",,,"ZCTA5 85367",49112,"ZCTA5 85367",2844
"G85371","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85371",,,,,,,,"86000US85371",,,"ZCTA5 85371",,"ZCTA5 85371",
"G85373","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85373",,,,,,,,"86000US85373",,,"ZCTA5 85373",54958,"ZCTA5 85373",2610
"G85374","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85374",,,,,,,,"86000US85374",,,"ZCTA5 85374",58127,"ZCTA5 85374",2126
"G85375","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85375",,,,,,,,"86000US85375",,,"ZCTA5 85375",54535,"ZCTA5 85375",2463
"G85377","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85377",,,,,,,,"86000US85377",,,"ZCTA5 85377",77500,"ZCTA5 85377",20358
"G85379","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85379",,,,,,,,"86000US85379",,,"ZCTA5 85379",80758,"ZCTA5 85379",4094
"G85381","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85381",,,,,,,,"86000US85381",,,"ZCTA5 85381",77068,"ZCTA5 85381",6782
"G85382","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85382",,,,,,,,"86000US85382",,,"ZCTA5 85382",72756,"ZCTA5 85382",3632
"G85383","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85383",,,,,,,,"86000US85383",,,"ZCTA5 85383",114830,"ZCTA5 85383",4269
"G85387","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85387",,,,,,,,"86000US85387",,,"ZCTA5 85387",71449,"ZCTA5 85387",6776
"G85388","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85388",,,,,,,,"86000US85388",,,"ZCTA5 85388",80906,"ZCTA5 85388",4915
"G85390","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85390",,,,,,,,"86000US85390",,,"ZCTA5 85390",50009,"ZCTA5 85390",5471
"G85392","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85392",,,,,,,,"86000US85392",,,"ZCTA5 85392",68663,"ZCTA5 85392",2728
"G85395","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85395",,,,,,,,"86000US85395",,,"ZCTA5 85395",90017,"ZCTA5 85395",6269
"G85396","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85396",,,,,,,,"86000US85396",,,"ZCTA5 85396",89919,"ZCTA5 85396",6268
"G85501","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85501",,,,,,,,"86000US85501",,,"ZCTA5 85501",46944,"ZCTA5 85501",5333
"G85530","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85530",,,,,,,,"86000US85530",,,"ZCTA5 85530",30625,"ZCTA5 85530",9485
"G85531","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85531",,,,,,,,"86000US85531",,,"ZCTA5 85531",76354,"ZCTA5 85531",70176
"G85533","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85533",,,,,,,,"86000US85533",,,"ZCTA5 85533",49713,"ZCTA5 85533",8016
"G85534","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85534",,,,,,,,"86000US85534",,,"ZCTA5 85534",49976,"ZCTA5 85534",3765
"G85535","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85535",,,,,,,,"86000US85535",,,"ZCTA5 85535",,"ZCTA5 85535",
"G85536","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85536",,,,,,,,"86000US85536",,,"ZCTA5 85536",60694,"ZCTA5 85536",12846
"G85539","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85539",,,,,,,,"86000US85539",,,"ZCTA5 85539",45206,"ZCTA5 85539",7852
"G85540","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85540",,,,,,,,"86000US85540",,,"ZCTA5 85540",72934,"ZCTA5 85540",4162
"G85541","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85541",,,,,,,,"86000US85541",,,"ZCTA5 85541",46401,"ZCTA5 85541",4148
"G85542","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85542",,,,,,,,"86000US85542",,,"ZCTA5 85542",37552,"ZCTA5 85542",5240
"G85543","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85543",,,,,,,,"86000US85543",,,"ZCTA5 85543",43895,"ZCTA5 85543",11949
"G85544","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85544",,,,,,,,"86000US85544",,,"ZCTA5 85544",53456,"ZCTA5 85544",8754
"G85545","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85545",,,,,,,,"86000US85545",,,"ZCTA5 85545",24034,"ZCTA5 85545",13017
"G85546","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85546",,,,,,,,"86000US85546",,,"ZCTA5 85546",50865,"ZCTA5 85546",3059
"G85550","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85550",,,,,,,,"86000US85550",,,"ZCTA5 85550",33051,"ZCTA5 85550",12533
"G85551","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85551",,,,,,,,"86000US85551",,,"ZCTA5 85551",70662,"ZCTA5 85551",7955
"G85552","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85552",,,,,,,,"86000US85552",,,"ZCTA5 85552",59650,"ZCTA5 85552",7206
"G85553","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85553",,,,,,,,"86000US85553",,,"ZCTA5 85553",40373,"ZCTA5 85553",12311
"G85554","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85554",,,,,,,,"86000US85554",,,"ZCTA5 85554",32375,"ZCTA5 85554",12736
"G85601","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85601",,,,,,,,"86000US85601",,,"ZCTA5 85601",30977,"ZCTA5 85601",15436
"G85602","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85602",,,,,,,,"86000US85602",,,"ZCTA5 85602",40154,"ZCTA5 85602",7201
"G85603","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85603",,,,,,,,"86000US85603",,,"ZCTA5 85603",35268,"ZCTA5 85603",3947
"G85605","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85605",,,,,,,,"86000US85605",,,"ZCTA5 85605",27011,"ZCTA5 85605",9531
"G85606","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85606",,,,,,,,"86000US85606",,,"ZCTA5 85606",41429,"ZCTA5 85606",10813
"G85607","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85607",,,,,,,,"86000US85607",,,"ZCTA5 85607",36218,"ZCTA5 85607",3216
"G85608","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85608",,,,,,,,"86000US85608",,,"ZCTA5 85608",,"ZCTA5 85608",
"G85609","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85609",,,,,,,,"86000US85609",,,"ZCTA5 85609",131616,"ZCTA5 85609",41205
"G85610","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85610",,,,,,,,"86000US85610",,,"ZCTA5 85610",41422,"ZCTA5 85610",6671
"G85611","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85611",,,,,,,,"86000US85611",,,"ZCTA5 85611",64773,"ZCTA5 85611",25381
"G85613","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85613",,,,,,,,"86000US85613",,,"ZCTA5 85613",73125,"ZCTA5 85613",10798
"G85614","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85614",,,,,,,,"86000US85614",,,"ZCTA5 85614",51449,"ZCTA5 85614",2030
"G85615","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85615",,,,,,,,"86000US85615",,,"ZCTA5 85615",71473,"ZCTA5 85615",6107
"G85616","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85616",,,,,,,,"86000US85616",,,"ZCTA5 85616",45093,"ZCTA5 85616",6691
"G85617","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85617",,,,,,,,"86000US85617",,,"ZCTA5 85617",30217,"ZCTA5 85617",7935
"G85618","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85618",,,,,,,,"86000US85618",,,"ZCTA5 85618",37331,"ZCTA5 85618",3127
"G85619","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85619",,,,,,,,"86000US85619",,,"ZCTA5 85619",35278,"ZCTA5 85619",15780
"G85620","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85620",,,,,,,,"86000US85620",,,"ZCTA5 85620",37563,"ZCTA5 85620",9692
"G85621","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85621",,,,,,,,"86000US85621",,,"ZCTA5 85621",30196,"ZCTA5 85621",2670
"G85622","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85622",,,,,,,,"86000US85622",,,"ZCTA5 85622",61774,"ZCTA5 85622",4972
"G85623","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85623",,,,,,,,"86000US85623",,,"ZCTA5 85623",60753,"ZCTA5 85623",9246
"G85624","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85624",,,,,,,,"86000US85624",,,"ZCTA5 85624",39013,"ZCTA5 85624",11556
"G85625","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85625",,,,,,,,"86000US85625",,,"ZCTA5 85625",40823,"ZCTA5 85625",4596
"G85626","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85626",,,,,,,,"86000US85626",,,"ZCTA5 85626",31875,"ZCTA5 85626",9135
"G85627","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85627",,,,,,,,"86000US85627",,,"ZCTA5 85627",47188,"ZCTA5 85627",29226
"G85629","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85629",,,,,,,,"86000US85629",,,"ZCTA5 85629",82334,"ZCTA5 85629",5130
"G85630","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85630",,,,,,,,"86000US85630",,,"ZCTA5 85630",38507,"ZCTA5 85630",10861
"G85631","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85631",,,,,,,,"86000US85631",,,"ZCTA5 85631",42105,"ZCTA5 85631",10293
"G85632","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85632",,,,,,,,"86000US85632",,,"ZCTA5 85632",43393,"ZCTA5 85632",12089
"G85633","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85633",,,,,,,,"86000US85633",,,"ZCTA5 85633",,"ZCTA5 85633",
"G85634","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85634",,,,,,,,"86000US85634",,,"ZCTA5 85634",26389,"ZCTA5 85634",6811
"G85635","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85635",,,,,,,,"86000US85635",,,"ZCTA5 85635",51861,"ZCTA5 85635",2975
"G85637","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85637",,,,,,,,"86000US85637",,,"ZCTA5 85637",63472,"ZCTA5 85637",17701
"G85638","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85638",,,,,,,,"86000US85638",,,"ZCTA5 85638",39632,"ZCTA5 85638",8514
"G85640","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85640",,,,,,,,"86000US85640",,,"ZCTA5 85640",,"ZCTA5 85640",
"G85641","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85641",,,,,,,,"86000US85641",,,"ZCTA5 85641",91317,"ZCTA5 85641",5100
"G85643","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85643",,,,,,,,"86000US85643",,,"ZCTA5 85643",44850,"ZCTA5 85643",3508
"G85645","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85645",,,,,,,,"86000US85645",,,"ZCTA5 85645",44951,"ZCTA5 85645",3395
"G85646","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85646",,,,,,,,"86000US85646",,,"ZCTA5 85646",66316,"ZCTA5 85646",11731
"G85648","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85648",,,,,,,,"86000US85648",,,"ZCTA5 85648",51365,"ZCTA5 85648",3077
"G85650","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85650",,,,,,,,"86000US85650",,,"ZCTA5 85650",70625,"ZCTA5 85650",8557
"G85653","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85653",,,,,,,,"86000US85653",,,"ZCTA5 85653",68507,"ZCTA5 85653",5640
"G85654","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85654",,,,,,,,"86000US85654",,,"ZCTA5 85654",,"ZCTA5 85654",
"G85658","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85658",,,,,,,,"86000US85658",,,"ZCTA5 85658",85239,"ZCTA5 85658",5695
"G85701","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85701",,,,,,,,"86000US85701",,,"ZCTA5 85701",43527,"ZCTA5 85701",5682
"G85704","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85704",,,,,,,,"86000US85704",,,"ZCTA5 85704",56649,"ZCTA5 85704",2853
"G85705","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85705",,,,,,,,"86000US85705",,,"ZCTA5 85705",29696,"ZCTA5 85705",1667
"G85706","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85706",,,,,,,,"86000US85706",,,"ZCTA5 85706",37032,"ZCTA5 85706",2088
"G85707","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85707",,,,,,,,"86000US85707",,,"ZCTA5 85707",,"ZCTA5 85707",
"G85708","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85708",,,,,,,,"86000US85708",,,"ZCTA5 85708",57743,"ZCTA5 85708",8492
"G85710","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85710",,,,,,,,"86000US85710",,,"ZCTA5 85710",44277,"ZCTA5 85710",2314
"G85711","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85711",,,,,,,,"86000US85711",,,"ZCTA5 85711",41426,"ZCTA5 85711",1928
"G85712","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85712",,,,,,,,"86000US85712",,,"ZCTA5 85712",37444,"ZCTA5 85712",2260
"G85713","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85713",,,,,,,,"86000US85713",,,"ZCTA5 85713",36560,"ZCTA5 85713",1746
"G85714","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85714",,,,,,,,"86000US85714",,,"ZCTA5 85714",29652,"ZCTA5 85714",2648
"G85715","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85715",,,,,,,,"86000US85715",,,"ZCTA5 85715",67957,"ZCTA5 85715",3962
"G85716","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85716",,,,,,,,"86000US85716",,,"ZCTA5 85716",41025,"ZCTA5 85716",2474
"G85718","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85718",,,,,,,,"86000US85718",,,"ZCTA5 85718",89415,"ZCTA5 85718",5579
"G85719","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85719",,,,,,,,"86000US85719",,,"ZCTA5 85719",34230,"ZCTA5 85719",2542
"G85723","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85723",,,,,,,,"86000US85723",,,"ZCTA5 85723",,"ZCTA5 85723",
"G85724","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85724",,,,,,,,"86000US85724",,,"ZCTA5 85724",,"ZCTA5 85724",
"G85726","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85726",,,,,,,,"86000US85726",,,"ZCTA5 85726",,"ZCTA5 85726",
"G85730","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85730",,,,,,,,"86000US85730",,,"ZCTA5 85730",53236,"ZCTA5 85730",2062
"G85735","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85735",,,,,,,,"86000US85735",,,"ZCTA5 85735",48069,"ZCTA5 85735",3772
"G85736","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85736",,,,,,,,"86000US85736",,,"ZCTA5 85736",48119,"ZCTA5 85736",8198
"G85737","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85737",,,,,,,,"86000US85737",,,"ZCTA5 85737",86619,"ZCTA5 85737",3714
"G85739","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85739",,,,,,,,"86000US85739",,,"ZCTA5 85739",68662,"ZCTA5 85739",5204
"G85741","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85741",,,,,,,,"86000US85741",,,"ZCTA5 85741",60972,"ZCTA5 85741",3764
"G85742","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85742",,,,,,,,"86000US85742",,,"ZCTA5 85742",78904,"ZCTA5 85742",2350
"G85743","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85743",,,,,,,,"86000US85743",,,"ZCTA5 85743",76099,"ZCTA5 85743",3151
"G85745","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85745",,,,,,,,"86000US85745",,,"ZCTA5 85745",54909,"ZCTA5 85745",3385
"G85746","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85746",,,,,,,,"86000US85746",,,"ZCTA5 85746",51272,"ZCTA5 85746",3209
"G85747","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85747",,,,,,,,"86000US85747",,,"ZCTA5 85747",90080,"ZCTA5 85747",4373
"G85748","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85748",,,,,,,,"86000US85748",,,"ZCTA5 85748",80140,"ZCTA5 85748",4203
"G85749","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85749",,,,,,,,"86000US85749",,,"ZCTA5 85749",92224,"ZCTA5 85749",5910
"G85750","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85750",,,,,,,,"86000US85750",,,"ZCTA5 85750",83689,"ZCTA5 85750",5610
"G85755","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85755",,,,,,,,"86000US85755",,,"ZCTA5 85755",91037,"ZCTA5 85755",6999
"G85756","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85756",,,,,,,,"86000US85756",,,"ZCTA5 85756",52247,"ZCTA5 85756",2259
"G85757","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85757",,,,,,,,"86000US85757",,,"ZCTA5 85757",57419,"ZCTA5 85757",4924
"G85901","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85901",,,,,,,,"86000US85901",,,"ZCTA5 85901",50394,"ZCTA5 85901",4662
"G85911","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85911",,,,,,,,"86000US85911",,,"ZCTA5 85911",14545,"ZCTA5 85911",5187
"G85912","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85912",,,,,,,,"86000US85912",,,"ZCTA5 85912",16691,"ZCTA5 85912",8674
"G85920","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85920",,,,,,,,"86000US85920",,,"ZCTA5 85920",59615,"ZCTA5 85920",24128
"G85922","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85922",,,,,,,,"86000US85922",,,"ZCTA5 85922",,"ZCTA5 85922",
"G85923","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85923",,,,,,,,"86000US85923",,,"ZCTA5 85923",39926,"ZCTA5 85923",6414
"G85924","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85924",,,,,,,,"86000US85924",,,"ZCTA5 85924",39409,"ZCTA5 85924",10010
"G85925","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85925",,,,,,,,"86000US85925",,,"ZCTA5 85925",55780,"ZCTA5 85925",8719
"G85926","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85926",,,,,,,,"86000US85926",,,"ZCTA5 85926",48750,"ZCTA5 85926",30512
"G85927","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85927",,,,,,,,"86000US85927",,,"ZCTA5 85927",,"ZCTA5 85927",
"G85928","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85928",,,,,,,,"86000US85928",,,"ZCTA5 85928",40724,"ZCTA5 85928",24858
"G85929","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85929",,,,,,,,"86000US85929",,,"ZCTA5 85929",46225,"ZCTA5 85929",5125
"G85930","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85930",,,,,,,,"86000US85930",,,"ZCTA5 85930",45625,"ZCTA5 85930",22152
"G85931","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85931",,,,,,,,"86000US85931",,,"ZCTA5 85931",49821,"ZCTA5 85931",6952
"G85932","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85932",,,,,,,,"86000US85932",,,"ZCTA5 85932",,"ZCTA5 85932",
"G85933","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85933",,,,,,,,"86000US85933",,,"ZCTA5 85933",38651,"ZCTA5 85933",3410
"G85934","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85934",,,,,,,,"86000US85934",,,"ZCTA5 85934",35263,"ZCTA5 85934",15791
"G85935","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85935",,,,,,,,"86000US85935",,,"ZCTA5 85935",60909,"ZCTA5 85935",8566
"G85936","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85936",,,,,,,,"86000US85936",,,"ZCTA5 85936",48182,"ZCTA5 85936",12073
"G85937","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85937",,,,,,,,"86000US85937",,,"ZCTA5 85937",44954,"ZCTA5 85937",4444
"G85938","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85938",,,,,,,,"86000US85938",,,"ZCTA5 85938",58073,"ZCTA5 85938",18866
"G85939","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85939",,,,,,,,"86000US85939",,,"ZCTA5 85939",44400,"ZCTA5 85939",10992
"G85940","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85940",,,,,,,,"86000US85940",,,"ZCTA5 85940",58710,"ZCTA5 85940",8086
"G85941","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85941",,,,,,,,"86000US85941",,,"ZCTA5 85941",31045,"ZCTA5 85941",2763
"G85942","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"85942",,,,,,,,"86000US85942",,,"ZCTA5 85942",,"ZCTA5 85942",
"G86001","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"86001",,,,,,,,"86000US86001",,,"ZCTA5 86001",59536,"ZCTA5 86001",3261
"G86003","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"86003",,,,,,,,"86000US86003",,,"ZCTA5 86003",16406,"ZCTA5 86003",2149
"G86004","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"86004",,,,,,,,"86000US86004",,,"ZCTA5 86004",69500,"ZCTA5 86004",4859
"G86011","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"86011",,,,,,,,"86000US86011",,,"ZCTA5 86011",,"ZCTA5 86011",
"G86015","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"86015",,,,,,,,"86000US86015",,,"ZCTA5 86015",,"ZCTA5 86015",
"G86016","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"86016",,,,,,,,"86000US86016",,,"ZCTA5 86016",,"ZCTA5 86016",
"G86017","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"86017",,,,,,,,"86000US86017",,,"ZCTA5 86017",64761,"ZCTA5 86017",8005
"G86018","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"86018",,,,,,,,"86000US86018",,,"ZCTA5 86018",72569,"ZCTA5 86018",14602
"G86020","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"86020",,,,,,,,"86000US86020",,,"ZCTA5 86020",33958,"ZCTA5 86020",4439
"G86021","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"86021",,,,,,,,"86000US86021",,,"ZCTA5 86021",58804,"ZCTA5 86021",12360
"G86022","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"86022",,,,,,,,"86000US86022",,,"ZCTA5 86022",40303,"ZCTA5 86022",6161
"G86023","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"86023",,,,,,,,"86000US86023",,,"ZCTA5 86023",67521,"ZCTA5 86023",44428
"G86024","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"86024",,,,,,,,"86000US86024",,,"ZCTA5 86024",80781,"ZCTA5 86024",4995
"G86025","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"86025",,,,,,,,"86000US86025",,,"ZCTA5 86025",46679,"ZCTA5 86025",12054
"G86028","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"86028",,,,,,,,"86000US86028",,,"ZCTA5 86028",,"ZCTA5 86028",
